Particle  Iter             zp[i]          uzp[i]         xp[i]          uxp[i]         
12          163          0.5357        -38996.0942        -0.0040        693.3509
13          163          0.5357        -38996.0942        -0.0040        693.3509
14          163          0.5357        -38996.0942        -0.0040        693.3509
15          163          0.5357        -38996.0942        -0.0040        693.3509
16          163          0.5357        -38996.0942        -0.0040        693.3509
17          163          0.5357        -38996.0942        -0.0040        693.3509
18          163          0.5357        -38996.0942        -0.0040        693.3509
19          163          0.5357        -38996.0942        -0.0040        693.3509
20          163          0.5357        -38996.0942        -0.0040        693.3509
21          163          0.5357        -38996.0942        -0.0040        693.3509
22          163          0.5357        -38996.0942        -0.0040        693.3509
23          163          0.5357        -38996.0942        -0.0040        693.3509
24          163          0.5357        -38996.0942        -0.0040        693.3509
25          163          0.5357        -38996.0942        -0.0040        693.3509
26          163          0.5357        -38996.0942        -0.0040        693.3509
27          163          0.5357        -38996.0942        -0.0040        693.3509
28          163          0.5357        -38996.0942        -0.0040        693.3509
29          163          0.5357        -38996.0942        -0.0040        693.3509
30          163          0.5357        -38996.0942        -0.0040        693.3509
31          163          0.5357        -38996.0942        -0.0040        693.3509
32          163          0.5357        -38996.0942        -0.0040        693.3509
33          163          0.5357        -38996.0942        -0.0040        693.3509
34          163          0.5357        -38996.0942        -0.0040        693.3509
35          163          0.5357        -38996.0942        -0.0040        693.3509
36          163          0.5357        -38996.0942        -0.0040        693.3509
37          163          0.5357        -38996.0942        -0.0040        693.3509
38          163          0.5357        -38996.0942        -0.0040        693.3509
39          163          0.5357        -38996.0942        -0.0040        693.3509
40          163          0.5357        -38996.0942        -0.0040        693.3509
41          163          0.5357        -38996.0942        -0.0040        693.3509
42          163          0.5357        -38996.0942        -0.0040        693.3509
43          163          0.5357        -38996.0942        -0.0040        693.3509
44          163          0.5357        -38996.0942        -0.0040        693.3509
45          163          0.5357        -38996.0942        -0.0040        693.3509
46          163          0.5357        -38996.0942        -0.0040        693.3509
47          163          0.5357        -38996.0942        -0.0040        693.3509
48          163          0.5357        -38996.0942        -0.0040        693.3509
49          163          0.5357        -38996.0942        -0.0040        693.3509
0           164          0.5318        -40038.6700        -0.0040        640.2758
1           164          0.5318        -40038.6700        -0.0040        640.2758
2           164          0.5318        -40038.6700        -0.0040        640.2758
3           164          0.5318        -40038.6700        -0.0040        640.2758
4           164          0.5318        -40038.6700        -0.0040        640.2758
5           164          0.5318        -40038.6700        -0.0040        640.2758
6           164          0.5318        -40038.6700        -0.0040        640.2758
7           164          0.5318        -40038.6700        -0.0040        640.2758
8           164          0.5318        -40038.6700        -0.0040        640.2758
9           164          0.5318        -40038.6700        -0.0040        640.2758
10          164          0.5318        -40038.6700        -0.0040        640.2758
11          164          0.5318        -40038.6700        -0.0040        640.2758
12          164          0.5318        -40038.6700        -0.0040        640.2758
13          164          0.5318        -40038.6700        -0.0040        640.2758
14          164          0.5318        -40038.6700        -0.0040        640.2758
15          164          0.5318        -40038.6700        -0.0040        640.2758
16          164          0.5318        -40038.6700        -0.0040        640.2758
17          164          0.5318        -40038.6700        -0.0040        640.2758
18          164          0.5318        -40038.6700        -0.0040        640.2758
19          164          0.5318        -40038.6700        -0.0040        640.2758
20          164          0.5318        -40038.6700        -0.0040        640.2758
21          164          0.5318        -40038.6700        -0.0040        640.2758
22          164          0.5318        -40038.6700        -0.0040        640.2758
23          164          0.5318        -40038.6700        -0.0040        640.2758
24          164          0.5318        -40038.6700        -0.0040        640.2758
25          164          0.5318        -40038.6700        -0.0040        640.2758
26          164          0.5318        -40038.6700        -0.0040        640.2758
27          164          0.5318        -40038.6700        -0.0040        640.2758
28          164          0.5318        -40038.6700        -0.0040        640.2758
29          164          0.5318        -40038.6700        -0.0040        640.2758
30          164          0.5318        -40038.6700        -0.0040        640.2758
31          164          0.5318        -40038.6700        -0.0040        640.2758
32          164          0.5318        -40038.6700        -0.0040        640.2758
33          164          0.5318        -40038.6700        -0.0040        640.2758
34          164          0.5318        -40038.6700        -0.0040        640.2758
35          164          0.5318        -40038.6700        -0.0040        640.2758
36          164          0.5318        -40038.6700        -0.0040        640.2758
37          164          0.5318        -40038.6700        -0.0040        640.2758
38          164          0.5318        -40038.6700        -0.0040        640.2758
39          164          0.5318        -40038.6700        -0.0040        640.2758
40          164          0.5318        -40038.6700        -0.0040        640.2758
41          164          0.5318        -40038.6700        -0.0040        640.2758
42          164          0.5318        -40038.6700        -0.0040        640.2758
43          164          0.5318        -40038.6700        -0.0040        640.2758
44          164          0.5318        -40038.6700        -0.0040        640.2758
45          164          0.5318        -40038.6700        -0.0040        640.2758
46          164          0.5318        -40038.6700        -0.0040        640.2758
47          164          0.5318        -40038.6700        -0.0040        640.2758
48          164          0.5318        -40038.6700        -0.0040        640.2758
49          164          0.5318        -40038.6700        -0.0040        640.2758
0           165          0.5277        -40977.3458        -0.0039        590.7650
1           165          0.5277        -40977.3458        -0.0039        590.7650
2           165          0.5277        -40977.3458        -0.0039        590.7650
3           165          0.5277        -40977.3458        -0.0039        590.7650
4           165          0.5277        -40977.3458        -0.0039        590.7650
5           165          0.5277        -40977.3458        -0.0039        590.7650
6           165          0.5277        -40977.3458        -0.0039        590.7650
7           165          0.5277        -40977.3458        -0.0039        590.7650
8           165          0.5277        -40977.3458        -0.0039        590.7650
9           165          0.5277        -40977.3458        -0.0039        590.7650
10          165          0.5277        -40977.3458        -0.0039        590.7650
11          165          0.5277        -40977.3458        -0.0039        590.7650
12          165          0.5277        -40977.3458        -0.0039        590.7650
13          165          0.5277        -40977.3458        -0.0039        590.7650
14          165          0.5277        -40977.3458        -0.0039        590.7650
15          165          0.5277        -40977.3458        -0.0039        590.7650
16          165          0.5277        -40977.3458        -0.0039        590.7650
17          165          0.5277        -40977.3458        -0.0039        590.7650
18          165          0.5277        -40977.3458        -0.0039        590.7650
19          165          0.5277        -40977.3458        -0.0039        590.7650
20          165          0.5277        -40977.3458        -0.0039        590.7650
21          165          0.5277        -40977.3458        -0.0039        590.7650
22          165          0.5277        -40977.3458        -0.0039        590.7650
23          165          0.5277        -40977.3458        -0.0039        590.7650
24          165          0.5277        -40977.3458        -0.0039        590.7650
25          165          0.5277        -40977.3458        -0.0039        590.7650
26          165          0.5277        -40977.3458        -0.0039        590.7650
27          165          0.5277        -40977.3458        -0.0039        590.7650
28          165          0.5277        -40977.3458        -0.0039        590.7650
29          165          0.5277        -40977.3458        -0.0039        590.7650
30          165          0.5277        -40977.3458        -0.0039        590.7650
31          165          0.5277        -40977.3458        -0.0039        590.7650
32          165          0.5277        -40977.3458        -0.0039        590.7650
33          165          0.5277        -40977.3458        -0.0039        590.7650
34          165          0.5277        -40977.3458        -0.0039        590.7650
35          165          0.5277        -40977.3458        -0.0039        590.7650
36          165          0.5277        -40977.3458        -0.0039        590.7650
37          165          0.5277        -40977.3458        -0.0039        590.7650
38          165          0.5277        -40977.3458        -0.0039        590.7650
39          165          0.5277        -40977.3458        -0.0039        590.7650
40          165          0.5277        -40977.3458        -0.0039        590.7650
41          165          0.5277        -40977.3458        -0.0039        590.7650
42          165          0.5277        -40977.3458        -0.0039        590.7650
43          165          0.5277        -40977.3458        -0.0039        590.7650
44          165          0.5277        -40977.3458        -0.0039        590.7650
45          165          0.5277        -40977.3458        -0.0039        590.7650
46          165          0.5277        -40977.3458        -0.0039        590.7650
47          165          0.5277        -40977.3458        -0.0039        590.7650
48          165          0.5277        -40977.3458        -0.0039        590.7650
49          165          0.5277        -40977.3458        -0.0039        590.7650
0           166          0.5236        -41816.0662        -0.0038        545.2744
1           166          0.5236        -41816.0662        -0.0038        545.2744
2           166          0.5236        -41816.0662        -0.0038        545.2744
3           166          0.5236        -41816.0662        -0.0038        545.2744
4           166          0.5236        -41816.0662        -0.0038        545.2744
5           166          0.5236        -41816.0662        -0.0038        545.2744
6           166          0.5236        -41816.0662        -0.0038        545.2744
7           166          0.5236        -41816.0662        -0.0038        545.2744
8           166          0.5236        -41816.0662        -0.0038        545.2744
9           166          0.5236        -41816.0662        -0.0038        545.2744
10          166          0.5236        -41816.0662        -0.0038        545.2744
11          166          0.5236        -41816.0662        -0.0038        545.2744
12          166          0.5236        -41816.0662        -0.0038        545.2744
13          166          0.5236        -41816.0662        -0.0038        545.2744
14          166          0.5236        -41816.0662        -0.0038        545.2744
15          166          0.5236        -41816.0662        -0.0038        545.2744
16          166          0.5236        -41816.0662        -0.0038        545.2744
17          166          0.5236        -41816.0662        -0.0038        545.2744
18          166          0.5236        -41816.0662        -0.0038        545.2744
19          166          0.5236        -41816.0662        -0.0038        545.2744
20          166          0.5236        -41816.0662        -0.0038        545.2744
21          166          0.5236        -41816.0662        -0.0038        545.2744
22          166          0.5236        -41816.0662        -0.0038        545.2744
23          166          0.5236        -41816.0662        -0.0038        545.2744
24          166          0.5236        -41816.0662        -0.0038        545.2744
25          166          0.5236        -41816.0662        -0.0038        545.2744
26          166          0.5236        -41816.0662        -0.0038        545.2744
27          166          0.5236        -41816.0662        -0.0038        545.2744
28          166          0.5236        -41816.0662        -0.0038        545.2744
29          166          0.5236        -41816.0662        -0.0038        545.2744
30          166          0.5236        -41816.0662        -0.0038        545.2744
31          166          0.5236        -41816.0662        -0.0038        545.2744
32          166          0.5236        -41816.0662        -0.0038        545.2744
33          166          0.5236        -41816.0662        -0.0038        545.2744
34          166          0.5236        -41816.0662        -0.0038        545.2744
35          166          0.5236        -41816.0662        -0.0038        545.2744
36          166          0.5236        -41816.0662        -0.0038        545.2744
37          166          0.5236        -41816.0662        -0.0038        545.2744
38          166          0.5236        -41816.0662        -0.0038        545.2744
39          166          0.5236        -41816.0662        -0.0038        545.2744
40          166          0.5236        -41816.0662        -0.0038        545.2744
41          166          0.5236        -41816.0662        -0.0038        545.2744
42          166          0.5236        -41816.0662        -0.0038        545.2744
43          166          0.5236        -41816.0662        -0.0038        545.2744
44          166          0.5236        -41816.0662        -0.0038        545.2744
45          166          0.5236        -41816.0662        -0.0038        545.2744
46          166          0.5236        -41816.0662        -0.0038        545.2744
47          166          0.5236        -41816.0662        -0.0038        545.2744
48          166          0.5236        -41816.0662        -0.0038        545.2744
49          166          0.5236        -41816.0662        -0.0038        545.2744
0           167          0.5193        -42560.3874        -0.0038        504.0237
1           167          0.5193        -42560.3874        -0.0038        504.0237
2           167          0.5193        -42560.3874        -0.0038        504.0237
3           167          0.5193        -42560.3874        -0.0038        504.0237
4           167          0.5193        -42560.3874        -0.0038        504.0237
5           167          0.5193        -42560.3874        -0.0038        504.0237
6           167          0.5193        -42560.3874        -0.0038        504.0237
7           167          0.5193        -42560.3874        -0.0038        504.0237
8           167          0.5193        -42560.3874        -0.0038        504.0237
9           167          0.5193        -42560.3874        -0.0038        504.0237
10          167          0.5193        -42560.3874        -0.0038        504.0237
11          167          0.5193        -42560.3874        -0.0038        504.0237
12          167          0.5193        -42560.3874        -0.0038        504.0237
13          167          0.5193        -42560.3874        -0.0038        504.0237
14          167          0.5193        -42560.3874        -0.0038        504.0237
15          167          0.5193        -42560.3874        -0.0038        504.0237
16          167          0.5193        -42560.3874        -0.0038        504.0237
17          167          0.5193        -42560.3874        -0.0038        504.0237
18          167          0.5193        -42560.3874        -0.0038        504.0237
19          167          0.5193        -42560.3874        -0.0038        504.0237
20          167          0.5193        -42560.3874        -0.0038        504.0237
21          167          0.5193        -42560.3874        -0.0038        504.0237
22          167          0.5193        -42560.3874        -0.0038        504.0237
23          167          0.5193        -42560.3874        -0.0038        504.0237
24          167          0.5193        -42560.3874        -0.0038        504.0237
25          167          0.5193        -42560.3874        -0.0038        504.0237
26          167          0.5193        -42560.3874        -0.0038        504.0237
27          167          0.5193        -42560.3874        -0.0038        504.0237
28          167          0.5193        -42560.3874        -0.0038        504.0237
29          167          0.5193        -42560.3874        -0.0038        504.0237
30          167          0.5193        -42560.3874        -0.0038        504.0237
31          167          0.5193        -42560.3874        -0.0038        504.0237
32          167          0.5193        -42560.3874        -0.0038        504.0237
33          167          0.5193        -42560.3874        -0.0038        504.0237
34          167          0.5193        -42560.3874        -0.0038        504.0237
35          167          0.5193        -42560.3874        -0.0038        504.0237
36          167          0.5193        -42560.3874        -0.0038        504.0237
37          167          0.5193        -42560.3874        -0.0038        504.0237
38          167          0.5193        -42560.3874        -0.0038        504.0237
39          167          0.5193        -42560.3874        -0.0038        504.0237
40          167          0.5193        -42560.3874        -0.0038        504.0237
41          167          0.5193        -42560.3874        -0.0038        504.0237
42          167          0.5193        -42560.3874        -0.0038        504.0237
43          167          0.5193        -42560.3874        -0.0038        504.0237
44          167          0.5193        -42560.3874        -0.0038        504.0237
45          167          0.5193        -42560.3874        -0.0038        504.0237
46          167          0.5193        -42560.3874        -0.0038        504.0237
47          167          0.5193        -42560.3874        -0.0038        504.0237
48          167          0.5193        -42560.3874        -0.0038        504.0237
49          167          0.5193        -42560.3874        -0.0038        504.0237
0           168          0.5150        -43217.0036        -0.0037        467.0377
1           168          0.5150        -43217.0036        -0.0037        467.0377
2           168          0.5150        -43217.0036        -0.0037        467.0377
3           168          0.5150        -43217.0036        -0.0037        467.0377
4           168          0.5150        -43217.0036        -0.0037        467.0377
5           168          0.5150        -43217.0036        -0.0037        467.0377
6           168          0.5150        -43217.0036        -0.0037        467.0377
7           168          0.5150        -43217.0036        -0.0037        467.0377
8           168          0.5150        -43217.0036        -0.0037        467.0377
9           168          0.5150        -43217.0036        -0.0037        467.0377
10          168          0.5150        -43217.0036        -0.0037        467.0377
11          168          0.5150        -43217.0036        -0.0037        467.0377
12          168          0.5150        -43217.0036        -0.0037        467.0377
13          168          0.5150        -43217.0036        -0.0037        467.0377
14          168          0.5150        -43217.0036        -0.0037        467.0377
15          168          0.5150        -43217.0036        -0.0037        467.0377
16          168          0.5150        -43217.0036        -0.0037        467.0377
17          168          0.5150        -43217.0036        -0.0037        467.0377
18          168          0.5150        -43217.0036        -0.0037        467.0377
19          168          0.5150        -43217.0036        -0.0037        467.0377
20          168          0.5150        -43217.0036        -0.0037        467.0377
21          168          0.5150        -43217.0036        -0.0037        467.0377
22          168          0.5150        -43217.0036        -0.0037        467.0377
23          168          0.5150        -43217.0036        -0.0037        467.0377
24          168          0.5150        -43217.0036        -0.0037        467.0377
25          168          0.5150        -43217.0036        -0.0037        467.0377
26          168          0.5150        -43217.0036        -0.0037        467.0377
27          168          0.5150        -43217.0036        -0.0037        467.0377
28          168          0.5150        -43217.0036        -0.0037        467.0377
29          168          0.5150        -43217.0036        -0.0037        467.0377
30          168          0.5150        -43217.0036        -0.0037        467.0377
31          168          0.5150        -43217.0036        -0.0037        467.0377
32          168          0.5150        -43217.0036        -0.0037        467.0377
33          168          0.5150        -43217.0036        -0.0037        467.0377
34          168          0.5150        -43217.0036        -0.0037        467.0377
35          168          0.5150        -43217.0036        -0.0037        467.0377
36          168          0.5150        -43217.0036        -0.0037        467.0377
37          168          0.5150        -43217.0036        -0.0037        467.0377
38          168          0.5150        -43217.0036        -0.0037        467.0377
39          168          0.5150        -43217.0036        -0.0037        467.0377
40          168          0.5150        -43217.0036        -0.0037        467.0377
41          168          0.5150        -43217.0036        -0.0037        467.0377
42          168          0.5150        -43217.0036        -0.0037        467.0377
43          168          0.5150        -43217.0036        -0.0037        467.0377
44          168          0.5150        -43217.0036        -0.0037        467.0377
45          168          0.5150        -43217.0036        -0.0037        467.0377
46          168          0.5150        -43217.0036        -0.0037        467.0377
47          168          0.5150        -43217.0036        -0.0037        467.0377
48          168          0.5150        -43217.0036        -0.0037        467.0377
49          168          0.5150        -43217.0036        -0.0037        467.0377
0           169          0.5107        -43793.1564        -0.0037        434.1930
1           169          0.5107        -43793.1564        -0.0037        434.1930
2           169          0.5107        -43793.1564        -0.0037        434.1930
3           169          0.5107        -43793.1564        -0.0037        434.1930
4           169          0.5107        -43793.1564        -0.0037        434.1930
5           169          0.5107        -43793.1564        -0.0037        434.1930
6           169          0.5107        -43793.1564        -0.0037        434.1930
7           169          0.5107        -43793.1564        -0.0037        434.1930
8           169          0.5107        -43793.1564        -0.0037        434.1930
9           169          0.5107        -43793.1564        -0.0037        434.1930
10          169          0.5107        -43793.1564        -0.0037        434.1930
11          169          0.5107        -43793.1564        -0.0037        434.1930
12          169          0.5107        -43793.1564        -0.0037        434.1930
13          169          0.5107        -43793.1564        -0.0037        434.1930
14          169          0.5107        -43793.1564        -0.0037        434.1930
15          169          0.5107        -43793.1564        -0.0037        434.1930
16          169          0.5107        -43793.1564        -0.0037        434.1930
17          169          0.5107        -43793.1564        -0.0037        434.1930
18          169          0.5107        -43793.1564        -0.0037        434.1930
19          169          0.5107        -43793.1564        -0.0037        434.1930
20          169          0.5107        -43793.1564        -0.0037        434.1930
21          169          0.5107        -43793.1564        -0.0037        434.1930
22          169          0.5107        -43793.1564        -0.0037        434.1930
23          169          0.5107        -43793.1564        -0.0037        434.1930
24          169          0.5107        -43793.1564        -0.0037        434.1930
25          169          0.5107        -43793.1564        -0.0037        434.1930
26          169          0.5107        -43793.1564        -0.0037        434.1930
27          169          0.5107        -43793.1564        -0.0037        434.1930
28          169          0.5107        -43793.1564        -0.0037        434.1930
29          169          0.5107        -43793.1564        -0.0037        434.1930
30          169          0.5107        -43793.1564        -0.0037        434.1930
31          169          0.5107        -43793.1564        -0.0037        434.1930
32          169          0.5107        -43793.1564        -0.0037        434.1930
33          169          0.5107        -43793.1564        -0.0037        434.1930
34          169          0.5107        -43793.1564        -0.0037        434.1930
35          169          0.5107        -43793.1564        -0.0037        434.1930
36          169          0.5107        -43793.1564        -0.0037        434.1930
37          169          0.5107        -43793.1564        -0.0037        434.1930
38          169          0.5107        -43793.1564        -0.0037        434.1930
39          169          0.5107        -43793.1564        -0.0037        434.1930
40          169          0.5107        -43793.1564        -0.0037        434.1930
41          169          0.5107        -43793.1564        -0.0037        434.1930
42          169          0.5107        -43793.1564        -0.0037        434.1930
43          169          0.5107        -43793.1564        -0.0037        434.1930
44          169          0.5107        -43793.1564        -0.0037        434.1930
45          169          0.5107        -43793.1564        -0.0037        434.1930
46          169          0.5107        -43793.1564        -0.0037        434.1930
47          169          0.5107        -43793.1564        -0.0037        434.1930
48          169          0.5107        -43793.1564        -0.0037        434.1930
49          169          0.5107        -43793.1564        -0.0037        434.1930
0           170          0.5063        -44296.2601        -0.0037        405.2661
1           170          0.5063        -44296.2601        -0.0037        405.2661
2           170          0.5063        -44296.2601        -0.0037        405.2661
3           170          0.5063        -44296.2601        -0.0037        405.2661
4           170          0.5063        -44296.2601        -0.0037        405.2661
5           170          0.5063        -44296.2601        -0.0037        405.2661
6           170          0.5063        -44296.2601        -0.0037        405.2661
7           170          0.5063        -44296.2601        -0.0037        405.2661
8           170          0.5063        -44296.2601        -0.0037        405.2661
9           170          0.5063        -44296.2601        -0.0037        405.2661
10          170          0.5063        -44296.2601        -0.0037        405.2661
11          170          0.5063        -44296.2601        -0.0037        405.2661
12          170          0.5063        -44296.2601        -0.0037        405.2661
13          170          0.5063        -44296.2601        -0.0037        405.2661
14          170          0.5063        -44296.2601        -0.0037        405.2661
15          170          0.5063        -44296.2601        -0.0037        405.2661
16          170          0.5063        -44296.2601        -0.0037        405.2661
17          170          0.5063        -44296.2601        -0.0037        405.2661
18          170          0.5063        -44296.2601        -0.0037        405.2661
19          170          0.5063        -44296.2601        -0.0037        405.2661
20          170          0.5063        -44296.2601        -0.0037        405.2661
21          170          0.5063        -44296.2601        -0.0037        405.2661
22          170          0.5063        -44296.2601        -0.0037        405.2661
23          170          0.5063        -44296.2601        -0.0037        405.2661
24          170          0.5063        -44296.2601        -0.0037        405.2661
25          170          0.5063        -44296.2601        -0.0037        405.2661
26          170          0.5063        -44296.2601        -0.0037        405.2661
27          170          0.5063        -44296.2601        -0.0037        405.2661
28          170          0.5063        -44296.2601        -0.0037        405.2661
29          170          0.5063        -44296.2601        -0.0037        405.2661
30          170          0.5063        -44296.2601        -0.0037        405.2661
31          170          0.5063        -44296.2601        -0.0037        405.2661
32          170          0.5063        -44296.2601        -0.0037        405.2661
33          170          0.5063        -44296.2601        -0.0037        405.2661
34          170          0.5063        -44296.2601        -0.0037        405.2661
35          170          0.5063        -44296.2601        -0.0037        405.2661
36          170          0.5063        -44296.2601        -0.0037        405.2661
37          170          0.5063        -44296.2601        -0.0037        405.2661
38          170          0.5063        -44296.2601        -0.0037        405.2661
39          170          0.5063        -44296.2601        -0.0037        405.2661
40          170          0.5063        -44296.2601        -0.0037        405.2661
41          170          0.5063        -44296.2601        -0.0037        405.2661
42          170          0.5063        -44296.2601        -0.0037        405.2661
43          170          0.5063        -44296.2601        -0.0037        405.2661
44          170          0.5063        -44296.2601        -0.0037        405.2661
45          170          0.5063        -44296.2601        -0.0037        405.2661
46          170          0.5063        -44296.2601        -0.0037        405.2661
47          170          0.5063        -44296.2601        -0.0037        405.2661
48          170          0.5063        -44296.2601        -0.0037        405.2661
49          170          0.5063        -44296.2601        -0.0037        405.2661
0           171          0.5018        -44733.7198        -0.0036        379.9691
1           171          0.5018        -44733.7198        -0.0036        379.9691
2           171          0.5018        -44733.7198        -0.0036        379.9691
3           171          0.5018        -44733.7198        -0.0036        379.9691
4           171          0.5018        -44733.7198        -0.0036        379.9691
5           171          0.5018        -44733.7198        -0.0036        379.9691
6           171          0.5018        -44733.7198        -0.0036        379.9691
7           171          0.5018        -44733.7198        -0.0036        379.9691
8           171          0.5018        -44733.7198        -0.0036        379.9691
9           171          0.5018        -44733.7198        -0.0036        379.9691
10          171          0.5018        -44733.7198        -0.0036        379.9691
11          171          0.5018        -44733.7198        -0.0036        379.9691
12          171          0.5018        -44733.7198        -0.0036        379.9691
13          171          0.5018        -44733.7198        -0.0036        379.9691
14          171          0.5018        -44733.7198        -0.0036        379.9691
15          171          0.5018        -44733.7198        -0.0036        379.9691
16          171          0.5018        -44733.7198        -0.0036        379.9691
17          171          0.5018        -44733.7198        -0.0036        379.9691
18          171          0.5018        -44733.7198        -0.0036        379.9691
19          171          0.5018        -44733.7198        -0.0036        379.9691
20          171          0.5018        -44733.7198        -0.0036        379.9691
21          171          0.5018        -44733.7198        -0.0036        379.9691
22          171          0.5018        -44733.7198        -0.0036        379.9691
23          171          0.5018        -44733.7198        -0.0036        379.9691
24          171          0.5018        -44733.7198        -0.0036        379.9691
25          171          0.5018        -44733.7198        -0.0036        379.9691
26          171          0.5018        -44733.7198        -0.0036        379.9691
27          171          0.5018        -44733.7198        -0.0036        379.9691
28          171          0.5018        -44733.7198        -0.0036        379.9691
29          171          0.5018        -44733.7198        -0.0036        379.9691
30          171          0.5018        -44733.7198        -0.0036        379.9691
31          171          0.5018        -44733.7198        -0.0036        379.9691
32          171          0.5018        -44733.7198        -0.0036        379.9691
33          171          0.5018        -44733.7198        -0.0036        379.9691
34          171          0.5018        -44733.7198        -0.0036        379.9691
35          171          0.5018        -44733.7198        -0.0036        379.9691
36          171          0.5018        -44733.7198        -0.0036        379.9691
37          171          0.5018        -44733.7198        -0.0036        379.9691
38          171          0.5018        -44733.7198        -0.0036        379.9691
39          171          0.5018        -44733.7198        -0.0036        379.9691
40          171          0.5018        -44733.7198        -0.0036        379.9691
41          171          0.5018        -44733.7198        -0.0036        379.9691
42          171          0.5018        -44733.7198        -0.0036        379.9691
43          171          0.5018        -44733.7198        -0.0036        379.9691
44          171          0.5018        -44733.7198        -0.0036        379.9691
45          171          0.5018        -44733.7198        -0.0036        379.9691
46          171          0.5018        -44733.7198        -0.0036        379.9691
47          171          0.5018        -44733.7198        -0.0036        379.9691
48          171          0.5018        -44733.7198        -0.0036        379.9691
49          171          0.5018        -44733.7198        -0.0036        379.9691
0           172          0.4973        -45112.8345        -0.0036        357.9742
1           172          0.4973        -45112.8345        -0.0036        357.9742
2           172          0.4973        -45112.8345        -0.0036        357.9742
3           172          0.4973        -45112.8345        -0.0036        357.9742
4           172          0.4973        -45112.8345        -0.0036        357.9742
5           172          0.4973        -45112.8345        -0.0036        357.9742
6           172          0.4973        -45112.8345        -0.0036        357.9742
7           172          0.4973        -45112.8345        -0.0036        357.9742
8           172          0.4973        -45112.8345        -0.0036        357.9742
9           172          0.4973        -45112.8345        -0.0036        357.9742
10          172          0.4973        -45112.8345        -0.0036        357.9742
11          172          0.4973        -45112.8345        -0.0036        357.9742
12          172          0.4973        -45112.8345        -0.0036        357.9742
13          172          0.4973        -45112.8345        -0.0036        357.9742
14          172          0.4973        -45112.8345        -0.0036        357.9742
15          172          0.4973        -45112.8345        -0.0036        357.9742
16          172          0.4973        -45112.8345        -0.0036        357.9742
17          172          0.4973        -45112.8345        -0.0036        357.9742
18          172          0.4973        -45112.8345        -0.0036        357.9742
19          172          0.4973        -45112.8345        -0.0036        357.9742
20          172          0.4973        -45112.8345        -0.0036        357.9742
21          172          0.4973        -45112.8345        -0.0036        357.9742
22          172          0.4973        -45112.8345        -0.0036        357.9742
23          172          0.4973        -45112.8345        -0.0036        357.9742
24          172          0.4973        -45112.8345        -0.0036        357.9742
25          172          0.4973        -45112.8345        -0.0036        357.9742
26          172          0.4973        -45112.8345        -0.0036        357.9742
27          172          0.4973        -45112.8345        -0.0036        357.9742
28          172          0.4973        -45112.8345        -0.0036        357.9742
29          172          0.4973        -45112.8345        -0.0036        357.9742
30          172          0.4973        -45112.8345        -0.0036        357.9742
31          172          0.4973        -45112.8345        -0.0036        357.9742
32          172          0.4973        -45112.8345        -0.0036        357.9742
33          172          0.4973        -45112.8345        -0.0036        357.9742
34          172          0.4973        -45112.8345        -0.0036        357.9742
35          172          0.4973        -45112.8345        -0.0036        357.9742
36          172          0.4973        -45112.8345        -0.0036        357.9742
37          172          0.4973        -45112.8345        -0.0036        357.9742
38          172          0.4973        -45112.8345        -0.0036        357.9742
39          172          0.4973        -45112.8345        -0.0036        357.9742
40          172          0.4973        -45112.8345        -0.0036        357.9742
41          172          0.4973        -45112.8345        -0.0036        357.9742
42          172          0.4973        -45112.8345        -0.0036        357.9742
43          172          0.4973        -45112.8345        -0.0036        357.9742
44          172          0.4973        -45112.8345        -0.0036        357.9742
45          172          0.4973        -45112.8345        -0.0036        357.9742
46          172          0.4973        -45112.8345        -0.0036        357.9742
47          172          0.4973        -45112.8345        -0.0036        357.9742
48          172          0.4973        -45112.8345        -0.0036        357.9742
49          172          0.4973        -45112.8345        -0.0036        357.9742
0           173          0.4928        -45440.4353        -0.0035        338.9436
1           173          0.4928        -45440.4353        -0.0035        338.9436
2           173          0.4928        -45440.4353        -0.0035        338.9436
3           173          0.4928        -45440.4353        -0.0035        338.9436
4           173          0.4928        -45440.4353        -0.0035        338.9436
5           173          0.4928        -45440.4353        -0.0035        338.9436
6           173          0.4928        -45440.4353        -0.0035        338.9436
7           173          0.4928        -45440.4353        -0.0035        338.9436
8           173          0.4928        -45440.4353        -0.0035        338.9436
9           173          0.4928        -45440.4353        -0.0035        338.9436
10          173          0.4928        -45440.4353        -0.0035        338.9436
11          173          0.4928        -45440.4353        -0.0035        338.9436
12          173          0.4928        -45440.4353        -0.0035        338.9436
13          173          0.4928        -45440.4353        -0.0035        338.9436
14          173          0.4928        -45440.4353        -0.0035        338.9436
15          173          0.4928        -45440.4353        -0.0035        338.9436
16          173          0.4928        -45440.4353        -0.0035        338.9436
17          173          0.4928        -45440.4353        -0.0035        338.9436
18          173          0.4928        -45440.4353        -0.0035        338.9436
19          173          0.4928        -45440.4353        -0.0035        338.9436
20          173          0.4928        -45440.4353        -0.0035        338.9436
21          173          0.4928        -45440.4353        -0.0035        338.9436
22          173          0.4928        -45440.4353        -0.0035        338.9436
23          173          0.4928        -45440.4353        -0.0035        338.9436
24          173          0.4928        -45440.4353        -0.0035        338.9436
25          173          0.4928        -45440.4353        -0.0035        338.9436
26          173          0.4928        -45440.4353        -0.0035        338.9436
27          173          0.4928        -45440.4353        -0.0035        338.9436
28          173          0.4928        -45440.4353        -0.0035        338.9436
